Date,gold,silver,coffee
2023-11-03,1991.5,23.201000213623047,170.89999389648438
2023-11-06,1981.5999755859375,23.14900016784668,173.6999969482422
2023-11-07,1966.800048828125,22.507999420166016,170.75
2023-11-08,1951.5,22.64699935913086,174.35000610351562
2023-11-09,1964.199951171875,22.83099937438965,178.8000030517578
2023-11-10,1932.5999755859375,22.21500015258789,174.5
2023-11-13,1945.5,22.298999786376953,178.64999389648438
2023-11-14,1961.800048828125,23.07900047302246,176.4499969482422
2023-11-15,1960.0999755859375,23.485000610351562,180.8000030517578
2023-11-16,1983.9000244140625,23.892000198364258,176.10000610351562
2023-11-17,1981.5999755859375,23.80900001525879,170.9499969482422
2023-11-20,1977.699951171875,23.57900047302246,177.89999389648438
2023-11-21,1999.300048828125,23.843000411987305,176.5500030517578
2023-11-22,1991.4000244140625,23.672000885009766,178.64999389648438
2023-11-24,2002.199951171875,24.32900047302246,178.64999389648438
2023-11-27,2011.800048828125,24.672000885009766,179.6999969482422
2023-11-28,2039.699951171875,24.93000030517578,183.64999389648438
2023-11-29,2047.0999755859375,25.07200050354004,182.10000610351562
2023-11-30,2038.0999755859375,25.292999267578125,195.0
2023-12-01,2071.0,25.499000549316406,193.89999389648438
2023-12-04,2024.0999755859375,24.55500030517578,188.89999389648438
2023-12-05,2018.5,24.201000213623047,193.85000610351562
2023-12-06,2030.5,23.888999938964844,185.25
2023-12-07,2029.9000244140625,23.73200035095215,185.5
2023-12-08,1998.300048828125,22.97100067138672,185.14999389648438
2023-12-11,1978.0,22.773000717163086,194.0
2023-12-12,1977.800048828125,22.72800064086914,191.14999389648438
2023-12-13,1982.300048828125,22.638999938964844,194.64999389648438
2023-12-14,2030.199951171875,24.09600067138672,200.10000610351562
2023-12-15,2021.0999755859375,23.8700008392334,201.8000030517578
2023-12-18,2026.300048828125,23.83099937438965,209.5500030517578
2023-12-19,2038.4000244140625,24.040000915527344,202.39999389648438
2023-12-20,2034.5,24.347000122070312,190.60000610351562
2023-12-21,2039.0999755859375,24.30699920654297,193.60000610351562
2023-12-22,2057.10009765625,24.290000915527344,192.8000030517578
2023-12-26,2058.199951171875,24.143999099731445,194.35000610351562
2023-12-27,2081.89990234375,24.375,197.75
2023-12-28,2073.89990234375,24.134000778198242,198.0
2023-12-29,2062.39990234375,23.85300064086914,188.3000030517578
2024-01-02,2064.39990234375,23.732999801635742,190.14999389648438
2024-01-03,2034.199951171875,22.945999145507812,186.25
2024-01-04,2042.300048828125,22.98900032043457,185.5500030517578
2024-01-05,2042.4000244140625,23.121999740600586,182.8000030517578
2024-01-08,2026.5999755859375,23.1200008392334,181.39999389648438
2024-01-09,2026.4000244140625,22.90399932861328,184.10000610351562
2024-01-10,2021.699951171875,22.884000778198242,181.14999389648438
2024-01-11,2014.300048828125,22.53700065612793,184.0500030517578
2024-01-12,2046.699951171875,23.16200065612793,180.0
2024-01-16,2026.0,22.933000564575195,185.25
2024-01-17,2002.5999755859375,22.516000747680664,179.1999969482422
2024-01-18,2018.5999755859375,22.66699981689453,179.9499969482422
2024-01-19,2026.5,22.570999145507812,185.14999389648438
2024-01-22,2019.800048828125,22.163000106811523,192.25
2024-01-23,2023.699951171875,22.333999633789062,192.9499969482422
2024-01-24,2013.9000244140625,22.7549991607666,189.4499969482422
2024-01-25,2016.9000244140625,22.808000564575195,186.9499969482422
2024-01-26,2016.800048828125,22.7549991607666,193.85000610351562
2024-01-29,2025.199951171875,23.13800048828125,189.25
2024-01-30,2031.5,23.10700035095215,194.0
2024-01-31,2048.39990234375,23.051000595092773,194.0500030517578
2024-02-01,2053.0,23.1299991607666,194.1999969482422
2024-02-02,2036.0999755859375,22.701000213623047,191.9499969482422
2024-02-05,2025.699951171875,22.334999084472656,189.5
2024-02-06,2034.5,22.39299964904785,188.1999969482422
2024-02-07,2035.199951171875,22.277999877929688,190.6999969482422
2024-02-08,2032.199951171875,22.565000534057617,188.8000030517578
2024-02-09,2023.300048828125,22.527999877929688,196.3000030517578
2024-02-12,2018.199951171875,22.708999633789062,195.60000610351562
2024-02-13,1992.9000244140625,22.09600067138672,193.0
2024-02-14,1990.300048828125,22.33099937438965,187.0500030517578
2024-02-15,2002.0999755859375,22.91200065612793,189.3000030517578
2024-02-16,2011.5,23.43899917602539,190.85000610351562
2024-02-20,2027.5,23.106000900268555,191.60000610351562
2024-02-21,2022.300048828125,22.85099983215332,198.35000610351562
2024-02-22,2019.699951171875,22.764999389648438,193.85000610351562
2024-02-23,2038.5999755859375,22.9689998626709,191.0
2024-02-26,2028.5,22.517000198364258,190.10000610351562
2024-02-27,2034.0,22.523000717163086,194.0500030517578
2024-02-28,2033.0,22.40999984741211,193.35000610351562
2024-02-29,2045.699951171875,22.666000366210938,195.85000610351562
2024-03-01,2086.89990234375,23.149999618530273,193.8000030517578
2024-03-04,2117.699951171875,23.77899932861328,197.39999389648438
2024-03-05,2133.5,23.76300048828125,195.0
2024-03-06,2150.300048828125,24.27199935913086,194.4499969482422
2024-03-07,2158.0,24.3700008392334,198.35000610351562
2024-03-08,2178.60009765625,24.339000701904297,191.39999389648438
2024-03-11,2182.5,24.511999130249023,194.35000610351562
2024-03-12,2160.39990234375,24.194000244140625,195.39999389648438
2024-03-13,2175.39990234375,24.958999633789062,191.64999389648438
2024-03-14,2163.0,24.874000549316406,191.35000610351562
2024-03-15,2157.300048828125,25.200000762939453,182.85000610351562
2024-03-18,2160.699951171875,25.090999603271484,181.85000610351562
2024-03-19,2156.300048828125,24.964000701904297,183.0500030517578
2024-03-20,2157.89990234375,24.933000564575195,182.39999389648438
2024-03-21,2182.39990234375,24.849000930786133,185.6999969482422
2024-03-22,2158.10009765625,24.691999435424805,184.85000610351562
2024-03-25,2174.800048828125,24.7450008392334,185.64999389648438
2024-03-26,2175.60009765625,24.482999801635742,188.0500030517578
2024-03-27,2190.60009765625,24.625,190.64999389648438
2024-03-28,2217.39990234375,24.797000885009766,188.85000610351562
2024-04-01,2236.5,24.95400047302246,191.8000030517578
2024-04-02,2261.0,25.804000854492188,197.75
2024-04-03,2294.39990234375,26.94499969482422,203.60000610351562
2024-04-04,2288.800048828125,27.139999389648438,206.75
2024-04-05,2325.699951171875,27.399999618530273,212.5
2024-04-08,2331.699951171875,27.711999893188477,211.10000610351562
2024-04-09,2343.5,27.891000747680664,213.5500030517578
2024-04-10,2329.60009765625,27.961000442504883,214.64999389648438
2024-04-11,2354.800048828125,28.176000595092773,220.35000610351562
2024-04-12,2356.199951171875,28.2549991607666,224.64999389648438
2024-04-15,2365.800048828125,28.650999069213867,231.5500030517578
2024-04-16,2390.800048828125,28.31800079345703,236.75
2024-04-17,2371.699951171875,28.34600067138672,247.9499969482422
2024-04-18,2382.300048828125,28.32900047302246,239.85000610351562
2024-04-19,2398.39990234375,28.808000564575195,241.39999389648438
2024-04-22,2332.199951171875,27.21299934387207,231.64999389648438
2024-04-23,2327.699951171875,27.33099937438965,224.5
2024-04-24,2324.5,27.323999404907227,228.4499969482422
2024-04-25,2329.800048828125,27.341999053955078,231.9499969482422
2024-04-26,2334.800048828125,27.240999221801758,230.60000610351562
2024-04-29,2345.39990234375,27.37299919128418,233.5500030517578
2024-04-30,2291.39990234375,26.391000747680664,220.64999389648438
2024-05-01,2299.89990234375,26.48900032043457,219.0500030517578
2024-05-02,2299.199951171875,26.58300018310547,208.64999389648438
2024-05-03,2299.0,26.44499969482422,205.89999389648438
2024-05-06,2321.60009765625,27.368999481201172,200.6999969482422
2024-05-07,2315.199951171875,27.30299949645996,199.0
2024-05-08,2313.60009765625,27.361000061035156,200.25
2024-05-09,2332.10009765625,28.131999969482422,203.6999969482422
2024-05-10,2367.300048828125,28.274999618530273,204.39999389648438
2024-05-13,2336.10009765625,28.22100067138672,200.39999389648438
2024-05-14,2353.39990234375,28.485000610351562,202.85000610351562
2024-05-15,2388.699951171875,29.513999938964844,201.25
2024-05-16,2380.0,29.665000915527344,199.5500030517578
2024-05-17,2412.199951171875,31.047000885009766,208.14999389648438
2024-05-20,2433.89990234375,32.20500183105469,209.3000030517578
2024-05-21,2421.699951171875,31.868000030517578,217.1999969482422
2024-05-22,2389.199951171875,31.295000076293945,220.4499969482422
2024-05-23,2335.0,30.284000396728516,215.64999389648438
2024-05-24,2332.5,30.329999923706055,218.25
2024-05-28,2355.199951171875,31.97100067138672,230.9499969482422
2024-05-29,2340.300048828125,32.202999114990234,229.4499969482422
2024-05-30,2342.89990234375,31.38800048828125,233.0
2024-05-31,2322.89990234375,30.297000885009766,222.35000610351562
2024-06-03,2346.60009765625,30.641000747680664,226.5500030517578
2024-06-04,2325.5,29.488000869750977,233.89999389648438
2024-06-05,2354.10009765625,29.947999954223633,231.9499969482422
2024-06-06,2370.300048828125,31.246999740600586,234.1999969482422
2024-06-07,2305.199951171875,29.334999084472656,224.8000030517578
